user,item,pref
392,Leaving Las Vegas 1995,4
234,Harriet the Spy 1996,1
255,Jackie Chan's First Strike 1996,2
315,People vs. Larry Flynt The 1996,4
336,Monty Python's Life of Brian 1979,5
327,Farewell My Concubine 1993,4
43,Brazil 1985,2
347,English Patient The 1996,3
292,Sting The 1973,4
210,GoodFellas 1990,5
320,Dances with Wolves 1990,5
339,Devil in a Blue Dress 1995,4
13,Dead Poets Society 1989,4
286,Terminator The 1984,4
165,Kiss the Girls 1997,4
244,Crying Game The 1992,4
5,Cinderella 1950,3
87,Speed 2: Cruise Control 1997,3
56,When Harry Met Sally... 1989,4
87,Maverick 1994,3
395,Empire Strikes Back The 1980,5
346,Cape Fear 1962,3
221,Batman Returns 1992,4
280,Indiana Jones and the Last Crusade 1989,2
164,Game The 1997,5
373,Ready to Wear Pret-A-Porter 1994,3
354,Unstrung Heroes 1995,3
276,Courage Under Fire 1996,4
151,In the Line of Fire 1993,3
387,Candyman 1992,2
354,Singin' in the Rain 1952,4
380,Braveheart 1995,4
383,Bob Roberts 1992,4
303,Evil Dead II 1987,5
194,Nikita La Femme Nikita 1990,3
152,Willy Wonka and the Chocolate Factory 1971,4
342,Cool Hand Luke 1967,4
188,When Harry Met Sally... 1989,5
102,Abyss The 1989,3
393,Perfect World A 1993,4
139,People vs. Larry Flynt The 1996,4
91,G.I. Jane 1997,3
308,Raising Arizona 1987,5
234,Muppet Treasure Island 1996,3
268,Alien 1979,4
343,Kansas City 1996,3
226,Apollo 13 1995,4
184,Strawberry and Chocolate Fresa y chocolate 1993,3
406,Mulholland Falls 1996,3
151,Secret Garden The 1993,3
174,Ready to Wear Pret-A-Porter 1994,1
109,Schindler's List 1993,4
57,Mimic 1997,2
301,Eraser 1996,3
398,Bridge on the River Kwai The 1957,4
234,Pretty Woman 1990,3
276,Hideaway 1995,2
374,One Fine Day 1996,4
318,Jerry Maguire 1996,5
163,English Patient The 1996,3
206,Washington Square 1997,1
401,2001: A Space Odyssey 1968,1
363,Die xue shuang xiong Killer The 1989,5
279,Rock The 1996,5
336,American President The 1995,3
303,Demolition Man 1993,2
92,Jade 1995,3
62,Paris Texas 1984,4
1,Nightmare Before Christmas The 1993,5
232,Benny & Joon 1993,3
198,Graduate The 1967,4
405,American President The 1995,5
301,Terminator 2: Judgment Day 1991,5
216,Mask The 1994,2
296,Back to the Future 1985,5
288,Shawshank Redemption The 1994,5
90,Month by the Lake A 1995,5
276,Menace II Society 1993,4
363,Mary Reilly 1996,3
195,Turning The 1992,3
85,Speed 1994,3
345,Chasing Amy 1997,4
387,Smoke 1995,5
22,Twister 1996,4
94,Broken Arrow 1996,3
49,Truth About Cats & Dogs The 1996,2
363,Jackie Brown 1997,4
221,Private Parts 1997,4
72,Terminator 2: Judgment Day 1991,5
92,Natural Born Killers 1994,3
258,Picture Perfect 1997,5
125,Coneheads 1993,2
379,Down by Law 1986,5
148,Twelve Monkeys 1995,5
221,Hunt for Red October The 1990,3
312,Stalingrad 1993,5
49,Aladdin 1992,2
181,For the Moment 1994,1
230,Ben-Hur 1959,3
16,Schindler's List 1993,5
234,Ref The 1994,2
184,Grifters The 1990,4
124,Die Hard: With a Vengeance 1995,4
81,Time to Kill A 1996,5
330,Grumpier Old Men 1995,4
370,Raising Arizona 1987,4
85,Birds The 1963,4
248,Lost Highway 1997,4
402,North by Northwest 1959,5
265,Kingpin 1996,4
177,Gattaca 1997,1
392,Romy and Michele's High School Reunion 1997,3
62,Safe 1995,3
399,Ransom 1996,4
256,Full Metal Jacket 1987,5
274,Othello 1995,5
389,East of Eden 1955,5
336,Ace Ventura: Pet Detective 1994,4
405,Romeo Is Bleeding 1993,1
65,Piano The 1993,3
70,Graduate The 1967,4
87,Jack 1996,3
392,Everyone Says I Love You 1996,5
231,Mission: Impossible 1996,4
363,Lawnmower Man The 1992,1
62,Reality Bites 1994,4
313,Citizen Kane 1941,5
389,Fargo 1996,5
383,Trainspotting 1996,2
160,Rumble in the Bronx 1995,5
58,Star Trek: The Wrath of Khan 1982,5
174,Another Stakeout 1993,1
301,Fish Called Wanda A 1988,3
222,Clockers 1995,3
94,Cat People 1982,3
158,Escape from New York 1981,4
378,Sleepless in Seattle 1993,4
332,Preacher's Wife The 1996,2
95,Four Rooms 1995,1
83,Rock The 1996,5
199,Secrets & Lies 1996,4
381,Mighty Aphrodite 1995,4
81,Fan The 1996,4
407,Heathers 1989,4
56,Liar Liar 1997,4
393,Ninotchka 1939,4
160,Casino 1995,5
334,That Thing You Do! 1996,2
85,Killing Fields The 1984,4
188,Guilty as Sin 1993,2
311,Mr. Holland's Opus 1995,5
118,Killing Fields The 1984,4
18,Antonia's Line 1995,3
405,Blues Brothers The 1980,5
360,Shall We Dance? 1996,5
243,Lawrence of Arabia 1962,5
118,Cape Fear 1991,5
409,What's Eating Gilbert Grape 1993,4
291,Color of Night 1994,2
97,Fugitive The 1993,5
330,American President The 1995,5
201,Body Snatchers 1993,4
52,That Thing You Do! 1996,5
322,Usual Suspects The 1995,4
203,Twelve Monkeys 1995,3
314,Jerry Maguire 1996,5
128,Funny Face 1957,3
379,Parent Trap The 1961,5
64,First Wives Club The 1996,1
299,GoodFellas 1990,3
82,Gandhi 1982,3
328,E.T. the Extra-Terrestrial 1982,4
12,Ghost 1990,5
312,Singin' in the Rain 1952,5
250,Palookaville 1996,4
249,Professional The 1994,5
145,Happy Gilmore 1996,4
402,If Lucy Fell 1996,3
181,Meet Wally Sparks 1997,1
49,Frighteners The 1996,1
399,Desperado 1995,3
321,Nikita La Femme Nikita 1990,4
5,Day the Earth Stood Still The 1951,3
269,Striptease 1996,1
28,Speed 1994,4
315,Raising Arizona 1987,5
195,Glory 1989,5
85,Reality Bites 1994,3
119,GoodFellas 1990,4
5,True Lies 1994,4
92,Lord of Illusions 1995,2
79,Jane Eyre 1996,4
274,Liar Liar 1997,3
226,Rumble in the Bronx 1995,4
91,Raiders of the Lost Ark 1981,5
222,True Romance 1993,3
405,Free Willy 1993,2
345,Circle of Friends 1995,5
158,Jurassic Park 1993,5
404,McHale's Navy 1997,3
181,All Dogs Go to Heaven 2 1996,1
407,Patton 1970,4
60,Graduate The 1967,4
372,Amityville Horror The 1979,4
18,Affair to Remember An 1957,2
380,Rosencrantz and Guildenstern Are Dead 1990,3
86,Cop Land 1997,4
16,Top Gun 1986,5
121,Crying Game The 1992,4
234,Gaslight 1944,4
214,Casablanca 1942,4
276,Rising Sun 1993,2
296,Rock The 1996,3
398,E.T. the Extra-Terrestrial 1982,5
297,This Is Spinal Tap 1984,4
279,Ridicule 1996,4
352,Jaws 1975,4
372,Career Girls 1997,4
359,Heat 1995,4
263,Blues Brothers The 1980,4
389,Robin Hood: Men in Tights 1993,2
70,Love Bug The 1969,3
308,Jackie Chan's First Strike 1996,4
269,Dolores Claiborne 1994,3
279,Blue in the Face 1995,3
130,Aliens 1986,5
389,Vertigo 1958,4
345,Courage Under Fire 1996,3
389,Sting The 1973,4
15,Twelve Monkeys 1995,1
130,Apollo 13 1995,4
354,Harriet the Spy 1996,4
238,Nixon 1995,4
313,Deer Hunter The 1978,4
308,Night of the Living Dead 1968,2
388,Copycat 1995,4
116,Scream 2 1997,2
232,Silence of the Lambs The 1991,4
276,Indiana Jones and the Last Crusade 1989,4
280,Jerry Maguire 1996,3
92,2001: A Space Odyssey 1968,4
189,Chasing Amy 1997,4
330,Shining The 1980,5
92,Ace Ventura: Pet Detective 1994,3
335,Volcano 1997,3
194,River Wild The 1994,2
328,Evita 1996,4
294,Event Horizon 1997,4
406,Ruby in Paradise 1993,4
175,Field of Dreams 1989,5
405,Seven Se7en 1995,4
200,Alien 1979,5
200,Babe 1995,4
299,Don Juan DeMarco 1995,4
282,Liar Liar 1997,4
85,Glengarry Glen Ross 1992,3
405,Collectionneuse La 1967,1
178,Sudden Death 1995,3
82,Mirror Has Two Faces The 1996,2
332,Metro 1997,4
269,Raising Arizona 1987,5
38,Fugitive The 1993,3
372,Young Poisoner's Handbook The 1995,5
401,Father of the Bride 1950,3
119,Die Hard: With a Vengeance 1995,4
130,Raiders of the Lost Ark 1981,5
399,Monty Python's Life of Brian 1979,3
292,Die Hard 1988,5
374,Godfather The 1972,4
102,Speed 1994,2
328,North by Northwest 1959,3
184,Kingpin 1996,3
246,Evita 1996,2
43,Ghost 1990,4
269,Six Degrees of Separation 1993,4
65,M*A*S*H 1970,4
115,Rainmaker The 1997,3
130,Jade 1995,1
130,Birds The 1963,5
7,Serial Mom 1994,4
194,Evita 1996,1
37,Seven Se7en 1995,4
308,8 1/2 1963,4
222,Back to the Future 1985,5
87,Desperado 1995,3
334,Forrest Gump 1994,1
185,Remains of the Day The 1993,5
217,Super Mario Bros. 1993,1
13,Starship Troopers 1997,1
215,Fantasia 1940,5
345,I.Q. 1994,3
8,Jackal The 1997,4
223,Ransom 1996,3
40,Deconstructing Harry 1997,4
314,Grumpier Old Men 1995,3
234,Right Stuff The 1983,4
354,Little Women 1994,3
327,Private Parts 1997,2
6,Three Colors: Red 1994,5
130,Die Hard 2 1990,5
393,Gandhi 1982,3
345,Fargo 1996,5
256,Thinner 1996,3
374,Once Upon a Time... When We Were Colored 1995,4
385,Party Girl 1995,4
184,Stonewall 1995,4
380,Raise the Red Lantern 1991,3
291,Cape Fear 1991,4
7,Patton 1970,5
301,Toy Story 1995,4
35,George of the Jungle 1997,4
363,Dead Poets Society 1989,4
271,Escape to Witch Mountain 1975,3
84,Absolute Power 1997,3
213,Apocalypse Now 1979,5
230,Leaving Las Vegas 1995,5
276,Crow The 1994,4
301,Clear and Present Danger 1994,3
27,Mary Reilly 1996,4
268,Maverick 1994,3
112,Midnight in the Garden of Good and Evil 1997,5
85,Pump Up the Volume 1990,3
212,Clockwork Orange A 1971,1
90,Jude 1996,3
301,Princess Bride The 1987,4
291,Meet Wally Sparks 1997,3
315,Usual Suspects The 1995,5
389,My Favorite Year 1982,4
197,Henry V 1989,3
183,Basic Instinct 1992,4
299,Maverick 1994,2
279,Airheads 1994,5
194,Ben-Hur 1959,4
99,My Best Friend's Wedding 1997,3
308,Shallow Grave 1994,3
295,Spanking the Monkey 1994,5
181,Dracula: Dead and Loving It 1995,2
102,Heavy Metal 1981,4
184,Anna 1996,5
11,Air Force One 1997,3
16,Air Force One 1997,5
269,Professional The 1994,4
393,Little Big League 1994,3
2,Apt Pupil 1998,1
313,Cat People 1982,2
385,Fierce Creatures 1997,3
405,Roommates 1995,3
323,Mr. Holland's Opus 1995,3
291,Full Metal Jacket 1987,3
395,Apt Pupil 1998,5
204,George of the Jungle 1997,2
345,Evita 1996,3
223,Time to Kill A 1996,4
173,Rosewood 1997,5
42,Fantasia 1940,3
326,Stand by Me 1986,5
342,Kalifornia 1993,3
377,Fargo 1996,3
184,English Patient The 1996,4
130,Mrs. Doubtfire 1993,5
7,Fugitive The 1993,4
378,Michael 1996,2
83,Return of the Jedi 1983,4
311,Jaws 1975,4
130,Snow White and the Seven Dwarfs 1937,5
387,Casino 1995,5
117,Terminator The 1984,5
276,Godfather The 1972,5
345,Desperado 1995,4
405,My Favorite Year 1982,1
398,Star Wars 1977,5
193,In the Line of Fire 1993,4
18,Arsenic and Old Lace 1944,4
311,Farewell My Concubine 1993,4
95,Hunt for Red October The 1990,3
336,Reality Bites 1994,5
297,Good Will Hunting 1997,5
341,Rosewood 1997,5
290,Sgt. Bilko 1996,2
295,Fox and the Hound The 1981,2
379,Star Wars 1977,4
178,Heat 1995,3
409,Kicked in the Head 1997,1
119,Much Ado About Nothing 1993,4
345,L.A. Confidential 1997,5
409,Old Lady Who Walked in the Sea The Vieille qui marchait dans la mer La 1991,2
328,Ghosts of Mississippi 1996,4
28,Lawnmower Man The 1992,3
303,2 Days in the Valley 1996,2
308,Paris Texas 1984,5
10,Sense and Sensibility 1995,4
181,Money Talks 1997,1
405,Empire Strikes Back The 1980,5
222,Last Man Standing 1996,3
343,Fifth Element The 1997,5
405,Duck Soup 1933,1
192,Leaving Las Vegas 1995,2
387,Mrs. Doubtfire 1993,2
54,Vegas Vacation 1997,5
409,Star Wars 1977,5
224,2001: A Space Odyssey 1968,1
99,Four Rooms 1995,3
291,It Could Happen to You 1994,4
269,Life Less Ordinary A 1997,3
106,Sleepless in Seattle 1993,3
328,Wild Bill 1995,3
59,Harold and Maude 1971,5
315,Bullets Over Broadway 1994,5
346,Escape from L.A. 1996,3
178,Return of the Jedi 1983,5
180,Safe 1995,5
344,Courage Under Fire 1996,3
268,Matilda 1996,3
383,Being There 1979,5
265,Men in Black 1997,4
308,Dolores Claiborne 1994,4
16,Carlito's Way 1993,5
230,Alien 1979,3
10,Bridges of Madison County The 1995,4
214,Taxi Driver 1976,5
201,Shine 1996,2
90,Wings of Desire 1987,4
239,Seventh Seal The Sjunde inseglet Det 1957,5
406,Sneakers 1992,3
87,Nutty Professor The 1996,4
352,Manchurian Candidate The 1962,4
236,Two Much 1996,4
345,Dave 1993,4
339,Wag the Dog 1997,4
104,Michael Collins 1996,1
409,Sling Blade 1996,4
377,Tomorrow Never Dies 1997,3
144,When We Were Kings 1996,5
210,Somewhere in Time 1980,2
334,Being There 1979,5
57,Fargo 1996,5
370,Brazil 1985,3
312,Butch Cassidy and the Sundance Kid 1969,4
310,Fast Cheap & Out of Control 1997,5
210,American President The 1995,4
339,Hackers 1995,3
19,Adventures of Priscilla Queen of the Desert The 1994,3
340,Ghost 1990,4
387,Exotica 1994,3
269,Escape to Witch Mountain 1975,1
1,Richard III 1995,3
361,Reality Bites 1994,3
254,Brother Minister: The Assassination of Malcolm X 1994,1
318,Santa Clause The 1994,3
279,Last Action Hero 1993,5
67,Cable Guy The 1996,3
405,Mute Witness 1994,1
178,Professional The 1994,4
392,Secrets & Lies 1996,3
151,Independence Day ID4 1996,5
22,American President The 1995,4
354,Dave 1993,2
350,Lost Highway 1997,4
391,Brothers McMullen The 1995,5
385,Being There 1979,4
185,Secrets & Lies 1996,5
222,Man of the House 1995,1
246,Batman 1989,4
121,Priest 1994,5
213,Rear Window 1954,5
151,Chinatown 1974,4
141,Breakdown 1997,5
373,Sunset Blvd. 1950,3
326,American Werewolf in London An 1981,3
386,Star Wars 1977,4
68,Courage Under Fire 1996,3
139,English Patient The 1996,4
334,Associate The 1996,4
413,Star Trek: First Contact 1996,4
72,One Flew Over the Cuckoo's Nest 1975,4
207,Raiders of the Lost Ark 1981,4
286,Money Talks 1997,5
293,Shaggy Dog The 1959,3
1,Batman & Robin 1997,1
392,Traveller 1997,4
49,Brady Bunch Movie The 1995,2
409,Hoop Dreams 1994,2
194,Pretty Woman 1990,3
201,Prophecy The 1995,1
174,Lone Star 1996,5
256,Twelve Monkeys 1995,4
64,Clear and Present Danger 1994,3
378,Batman Forever 1995,3
56,Drop Dead Fred 1991,2
56,Groundhog Day 1993,4
234,Damsel in Distress A 1937,4
407,Dead Poets Society 1989,4
198,Aladdin 1992,3
5,Jeffrey 1995,3
184,Shawshank Redemption The 1994,4
6,Lone Star 1996,5
393,To Die For 1995,1
406,Reservoir Dogs 1992,5
291,Robin Hood: Men in Tights 1993,3
66,Trainspotting 1996,2
268,High School High 1996,2
267,Four Rooms 1995,4
253,Much Ado About Nothing 1993,4
361,Sleepless in Seattle 1993,4
378,Nutty Professor The 1996,3
7,Breakfast at Tiffany's 1961,5
276,Casino 1995,4
347,Men in Black 1997,4
305,Bound 1996,3
224,Hamlet 1996,5
387,Sunset Blvd. 1950,3
276,Young Poisoner's Handbook The 1995,4
352,Alien 1979,5
254,Dances with Wolves 1990,5
334,To Kill a Mockingbird 1962,4
222,Beavis and Butt-head Do America 1996,2
246,Event Horizon 1997,5
62,Star Trek VI: The Undiscovered Country 1991,1
85,Four Weddings and a Funeral 1994,4
11,Better Off Dead... 1985,2
380,Forrest Gump 1994,4
80,Bridge on the River Kwai The 1957,2
109,Candyman 1992,2
280,Murder at 1600 1997,4
405,12 Angry Men 1957,3
44,Forbidden Planet 1956,4
162,Sleepers 1996,4
363,James and the Giant Peach 1996,4
399,Stand by Me 1986,3
399,Dazed and Confused 1993,3
354,Quiz Show 1994,3
227,I Shot Andy Warhol 1996,4
374,Lone Star 1996,3
298,Apollo 13 1995,4
95,Hoop Dreams 1994,4
293,My Best Friend's Wedding 1997,3
94,Chasing Amy 1997,4
243,Butch Cassidy and the Sundance Kid 1969,4
44,Twister 1996,3
222,Robin Hood: Men in Tights 1993,1
407,Star Wars 1977,4
1,Bound 1996,5
389,When Harry Met Sally... 1989,2
253,Searching for Bobby Fischer 1993,5
290,Back to the Future 1985,4
399,Gandhi 1982,3
251,Face/Off 1997,5
7,Cape Fear 1962,3
244,Forrest Gump 1994,4
91,Ghost and Mrs. Muir The 1947,3
215,When Harry Met Sally... 1989,4
99,Vegas Vacation 1997,2
318,Butch Cassidy and the Sundance Kid 1969,5
403,Independence Day ID4 1996,5
13,Mission: Impossible 1996,2
268,Ace Ventura: Pet Detective 1994,3
405,Ran 1985,1
224,First Knight 1995,4
397,Beautician and the Beast The 1997,1
311,Don Juan DeMarco 1995,4
158,Heat 1995,3
373,Little Women 1994,4
175,It's a Wonderful Life 1946,5
113,English Patient The 1996,4
187,Down by Law 1986,3
201,Breaking the Waves 1996,3
286,Multiplicity 1996,1
18,Sense and Sensibility 1995,5
234,Heavenly Creatures 1994,4
21,Substitute The 1996,2
308,Demolition Man 1993,2
181,Love and Other Catastrophes 1996,1
250,Volcano 1997,2
378,Brazil 1985,4
10,Jaws 1975,4
127,Star Trek V: The Final Frontier 1989,5
18,Breakfast at Tiffany's 1961,4
102,Nosferatu Nosferatu eine Symphonie des Grauens 1922,3
181,101 Dalmatians 1996,3
336,Young Guns 1988,3
393,Bye Bye Love 1995,5
236,Singin' in the Rain 1952,4
16,GoodFellas 1990,5
295,Alien 1979,1
405,Swimming with Sharks 1995,1
14,Kolya 1996,4
146,Air Force One 1997,3
303,Primal Fear 1996,4
407,Austin Powers: International Man of Mystery 1997,2
401,Treasure of the Sierra Madre The 1948,4
296,One Fine Day 1996,3
200,Field of Dreams 1989,4
379,Tin Cup 1996,4
291,Blade Runner 1982,3
236,Quiz Show 1994,2
134,Flubber 1997,2
384,Jackal The 1997,4
130,Client The 1994,4
224,Flesh and Bone 1993,2
378,Cliffhanger 1993,3
158,Stalingrad 1993,4
243,Celluloid Closet The 1995,4
44,Nightmare Before Christmas The 1993,2
85,Sex Lies and Videotape 1989,4
115,Usual Suspects The 1995,5
251,Hunchback of Notre Dame The 1996,3
391,Apocalypse Now 1979,5
164,Mulholland Falls 1996,4
286,Natural Born Killers 1994,2
244,Clueless 1995,1
26,My Best Friend's Wedding 1997,3
244,Circle of Friends 1995,4
65,Shadowlands 1993,4
286,Sleepless in Seattle 1993,4
7,Independence Day ID4 1996,5
135,Fugitive The 1993,3
389,Natural Born Killers 1994,2
406,Schindler's List 1993,5
54,Nutty Professor The 1996,5
293,Field of Dreams 1989,4
200,Flipper 1996,3
308,Godfather The 1972,4
376,Full Monty The 1997,5
101,Star Wars 1977,4
334,Big Sleep The 1946,5
367,U Turn 1997,4
373,Miracle on 34th Street 1994,5
308,Shawshank Redemption The 1994,4
380,Burnt By the Sun 1994,4
385,Jurassic Park 1993,1
316,Hamlet 1996,5
291,Jumanji 1995,2
399,Beauty and the Beast 1991,5
58,In the Line of Fire 1993,4
332,Jack 1996,3
268,Akira 1988,3
196,English Patient The 1996,5
389,Fish Called Wanda A 1988,3
357,High School High 1996,3
369,Return of the Jedi 1983,5
303,Glory 1989,5
94,Mission: Impossible 1996,3
210,Mary Poppins 1964,4
200,Homeward Bound II: Lost in San Francisco 1996,2
409,Scream 1996,1
221,Four Weddings and a Funeral 1994,3
405,Up in Smoke 1978,1
256,Get Shorty 1995,5
253,Singin' in the Rain 1952,5
121,Raging Bull 1980,4
75,Absolute Power 1997,1
286,Shall We Dance? 1937,5
152,Titanic 1997,4
406,It's a Wonderful Life 1946,4
388,Long Kiss Goodnight The 1996,4
357,U Turn 1997,4
391,Citizen Kane 1941,4
303,Clerks 1994,5
326,Sleepless in Seattle 1993,2
115,Tombstone 1993,2
241,Rosewood 1997,4
399,Wild America 1997,3
230,Seven Se7en 1995,4
203,Willy Wonka and the Chocolate Factory 1971,4
218,Copycat 1995,3
347,Star Trek IV: The Voyage Home 1986,4
406,Meet Me in St. Louis 1944,5
71,Evita 1996,2
320,Species 1995,4
409,Shining The 1980,2
13,Dragonheart 1996,5
49,Beauty and the Beast 1991,4
332,Braveheart 1995,5
374,Jerry Maguire 1996,5
306,Cold Comfort Farm 1995,5
213,Barb Wire 1996,1
393,Liar Liar 1997,4
181,An Unforgettable Summer 1994,1
303,Major Payne 1994,2
141,Love Jones 1997,1
178,Terminator 2: Judgment Day 1991,4
59,Tank Girl 1995,4
184,Cold Comfort Farm 1995,4
271,Miller's Crossing 1990,4
276,Pink Floyd - The Wall 1982,5
256,Striptease 1996,1
372,Cop Land 1997,5
255,Scream 1996,4
295,Star Trek: Generations 1994,4
66,Muppet Treasure Island 1996,1
49,Alien: Resurrection 1997,2
59,Mary Poppins 1964,2
363,Prophecy II The 1998,2
327,Rosencrantz and Guildenstern Are Dead 1990,4
405,Transformers: The Movie The 1986,1
151,Star Trek VI: The Undiscovered Country 1991,5
194,Young Guns 1988,2
373,Pollyanna 1960,3
343,Bridge on the River Kwai The 1957,5
293,Rear Window 1954,5
151,Bullets Over Broadway 1994,4
320,Firm The 1993,3
348,Nutty Professor The 1996,4
271,Man Who Would Be King The 1975,4
385,Secrets & Lies 1996,5
339,Silence of the Lambs The 1991,4
194,Die Hard 2 1990,3
152,English Patient The 1996,5
223,Father of the Bride Part II 1995,3
160,It Happened One Night 1934,4
5,William Shakespeare's Romeo and Juliet 1996,1
331,Three Colors: Red 1994,5
354,Lone Star 1996,5
406,Ref The 1994,2
392,Picture Perfect 1997,3
137,Mr. Holland's Opus 1995,4
294,Air Force One 1997,4
279,Madness of King George The 1994,3
381,Jason's Lyric 1994,3
380,Heathers 1989,3
56,Congo 1995,4
279,Mars Attacks! 1996,3
269,E.T. the Extra-Terrestrial 1982,4
92,Army of Darkness 1993,3
48,M 1931,4
59,Grumpier Old Men 1995,1
308,Brazil 1985,5
13,Gigi 1958,2
346,Dave 1993,3
109,Species 1995,2
82,Leaving Las Vegas 1995,4
58,To Catch a Thief 1955,4
59,Nell 1994,4
233,Muriel's Wedding 1994,4
244,Multiplicity 1996,2
295,Stand by Me 1986,5
405,Two Deaths 1995,1
328,Carlito's Way 1993,3
409,Snow White and the Seven Dwarfs 1937,3
102,Beauty and the Beast 1991,4
311,Killing Fields The 1984,4
91,Some Like It Hot 1959,3
102,Body Snatcher The 1945,2
100,Replacement Killers The 1998,4
367,Lord of Illusions 1995,3
49,Prophecy The 1995,2
22,Addams Family Values 1993,3
67,Vegas Vacation 1997,3
374,Money Train 1995,3
276,Billy Madison 1995,3
90,Conspiracy Theory 1997,3
180,Back to the Future 1985,3
334,Glengarry Glen Ross 1992,4
153,Pulp Fiction 1994,5
59,Killing Fields The 1984,4
268,Jaws 3-D 1983,1
87,Batman 1989,3
10,Monty Python and the Holy Grail 1974,4
181,Venice/Venice 1992,1
70,Grand Day Out A 1992,4
385,Empire Strikes Back The 1980,2
189,Magnificent Seven The 1954,5
206,3 Ninjas: High Noon At Mega Mountain 1998,1
116,What's Eating Gilbert Grape 1993,2
7,Arsenic and Old Lace 1944,5
376,Evita 1996,3
265,Contact 1997,4
136,Fargo 1996,5
332,Broken Arrow 1996,4
393,Broken Arrow 1996,2
322,Touch of Evil 1958,4
201,Star Wars 1977,4
382,Trainspotting 1996,3
64,Real Genius 1985,5
7,Omen The 1976,3
385,Candidate The 1972,3
38,Die Hard 2 1990,1
347,Executive Decision 1996,3
374,Devil in a Blue Dress 1995,5
290,Outbreak 1995,3
212,Graduate The 1967,5
405,Safe Passage 1994,4
324,Kiss the Girls 1997,3
5,Die Hard 1988,3
329,Long Kiss Goodnight The 1996,3
416,Phenomenon 1996,5
305,Chasing Amy 1997,3
401,Cat on a Hot Tin Roof 1958,3
175,Fried Green Tomatoes 1991,3
16,Crimson Tide 1995,5
313,Once Upon a Time in America 1984,3
276,Tombstone 1993,3
216,Apollo 13 1995,4
301,Star Trek III: The Search for Spock 1984,3
194,Full Metal Jacket 1987,4
234,Highlander 1986,3
4,Scream 1996,4
329,Hudsucker Proxy The 1994,2
270,Courage Under Fire 1996,5
44,Amadeus 1984,4
312,Madness of King George The 1994,5
303,Basketball Diaries The 1995,3
249,When Harry Met Sally... 1989,4
250,Conspiracy Theory 1997,3
232,Schindler's List 1993,5
198,Aliens 1986,4
280,Being There 1979,4
378,Made in America 1993,3
408,Jackal The 1997,3
406,Old Man and the Sea The 1958,3
374,Twelve Monkeys 1995,1
242,Incognito 1997,5
399,Cinderella 1950,3
193,One Fine Day 1996,3
90,Before the Rain Pred dozhdot 1994,4
249,Remains of the Day The 1993,4
402,French Twist Gazon maudit 1995,3
405,M 1931,1
201,Blade Runner 1982,3
183,Hunt for Red October The 1990,2
166,Home Alone 3 1997,4
267,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,5
49,Empire Strikes Back The 1980,1
399,Star Trek III: The Search for Spock 1984,2
94,Carlito's Way 1993,4
95,Bridges of Madison County The 1995,2
59,First Wives Club The 1996,2
293,Mary Poppins 1964,3
241,Fallen 1998,2
332,Copycat 1995,5
405,Tigrero: A Film That Was Never Made 1994,1
410,Air Force One 1997,3
178,When Harry Met Sally... 1989,4
358,Sweet Hereafter The 1997,4
378,Alice in Wonderland 1951,4
405,Amityville II: The Possession 1982,1
280,Dead Presidents 1995,4
303,Empire Strikes Back The 1980,5
189,Muriel's Wedding 1994,3
343,Don Juan DeMarco 1995,5
22,Die Hard 2 1990,4
347,Chasing Amy 1997,4
10,Bringing Up Baby 1938,4
334,Amadeus 1984,4
18,Bringing Up Baby 1938,4
83,Operation Dumbo Drop 1995,4
407,M*A*S*H 1970,4
151,Arsenic and Old Lace 1944,5
370,Lawrence of Arabia 1962,4
301,Grumpier Old Men 1995,5
345,Toy Story 1995,3
244,Georgia 1995,1
416,Circle of Friends 1995,4
393,Star Trek VI: The Undiscovered Country 1991,4
6,Pulp Fiction 1994,4
59,Carrie 1976,5
373,Mr. Holland's Opus 1995,4
398,Great Escape The 1963,5
311,Shining The 1980,4
279,Evil Dead II 1987,5
5,Jungle2Jungle 1997,1
199,Mission: Impossible 1996,2
332,Kingpin 1996,4
283,Scream 1996,2
276,Scream 1996,4
328,Escape from New York 1981,3
92,Cook the Thief His Wife & Her Lover The 1989,5
234,Murder at 1600 1997,2
251,Michael 1996,2
399,Ghost and the Darkness The 1996,4
387,Amateur 1994,2
42,Dave 1993,5
94,Romeo Is Bleeding 1993,3
167,Muriel's Wedding 1994,5
279,Multiplicity 1996,4
398,Thin Man The 1934,5
387,Cat People 1982,2
269,Escape from New York 1981,3
99,Scream 1996,4
27,Chasing Amy 1997,4
23,Silence of the Lambs The 1991,5
250,Celluloid Closet The 1995,5
56,Beauty and the Beast 1991,4
77,Casablanca 1942,4
28,Vertigo 1958,4
13,Looking for Richard 1996,4
406,Day the Earth Stood Still The 1951,4
77,One Flew Over the Cuckoo's Nest 1975,3
330,That Thing You Do! 1996,5
378,Pretty Woman 1990,4
126,Scream 1996,4
350,Night of the Living Dead 1968,4
193,Batman Forever 1995,3
405,Nine Months 1995,1
253,Roman Holiday 1953,4
230,Aliens 1986,4
330,Fish Called Wanda A 1988,5
243,Princess Bride The 1987,3
271,Killing Fields The 1984,3
64,Christmas Carol A 1938,5
97,Duck Soup 1933,5
160,Carrie 1976,4
297,Saint The 1997,2
314,Pallbearer The 1996,2
254,Omen The 1976,3
387,Hudsucker Proxy The 1994,3
125,Raiders of the Lost Ark 1981,5
